"placa","estatus","placa_anterior","years_adeudos","years"
"Z88ADD","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88ADF","Sin adeudos",NA,0,"0"
"Z88ADG","Sin adeudos",NA,0,"0"
"Z88ADH","Adeudos",NA,3,"2019"
"Z88ADH","Adeudos",NA,3,"2020"
"Z88ADH","Adeudos",NA,3,"2021"
"Z88ADJ","Sin adeudos",NA,0,"0"
"Z88ADK","Sin adeudos",NA,0,"0"
"Z88ADL","El número de placa no se localizó en el padrón",NA,0,"0"
"Z88ADM","Cuenta con Placa Anterior y Adeudos","Z88ADM",3,"2019"
"Z88ADM","Cuenta con Placa Anterior y Adeudos","Z88ADM",3,"2020"
"Z88ADM","Cuenta con Placa Anterior y Adeudos","Z88ADM",3,"2021"
"Z88ADN","Cuenta con Placa Anterior y Adeudos","387UPB",2,"2020"
"Z88ADN","Cuenta con Placa Anterior y Adeudos","387UPB",2,"2021"
"Z88ADP","Sin adeudos",NA,0,"0"
"Z88ADR","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88ADS","Adeudos",NA,2,"2020"
"Z88ADS","Adeudos",NA,2,"2021"
"Z88ADT","El número de placa no se localizó en el padrón",NA,0,"0"
"Z88ADU","Adeudos",NA,3,"2019"
"Z88ADU","Adeudos",NA,3,"2020"
"Z88ADU","Adeudos",NA,3,"2021"
"Z88ADV","Sin adeudos",NA,0,"0"
"Z88ADW","Sin adeudos",NA,0,"0"
"Z88ADX","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88ADY","Adeudos",NA,3,"2019"
"Z88ADY","Adeudos",NA,3,"2020"
"Z88ADY","Adeudos",NA,3,"2021"
"Z88ADZ","Sin adeudos",NA,0,"0"
"Z88AEB","Sin adeudos",NA,0,"0"
"Z88AEC","Sin adeudos",NA,0,"0"
"Z88AED","Adeudos",NA,5,"2017"
"Z88AED","Adeudos",NA,5,"2018"
"Z88AED","Adeudos",NA,5,"2019"
"Z88AED","Adeudos",NA,5,"2020"
"Z88AED","Adeudos",NA,5,"2021"
"Z88AEE","Adeudos",NA,3,"2019"
"Z88AEE","Adeudos",NA,3,"2020"
"Z88AEE","Adeudos",NA,3,"2021"
"Z88AEF","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88AEG","Sin adeudos",NA,0,"0"
"Z88AEJ","Adeudos",NA,5,"2017"
"Z88AEJ","Adeudos",NA,5,"2018"
"Z88AEJ","Adeudos",NA,5,"2019"
"Z88AEJ","Adeudos",NA,5,"2020"
"Z88AEJ","Adeudos",NA,5,"2021"
"Z88AEK","Cuenta con Placa Anterior y Adeudos","483VBU",4,"2018"
"Z88AEK","Cuenta con Placa Anterior y Adeudos","483VBU",4,"2019"
"Z88AEK","Cuenta con Placa Anterior y Adeudos","483VBU",4,"2020"
"Z88AEK","Cuenta con Placa Anterior y Adeudos","483VBU",4,"2021"
"Z88AEL","Sin adeudos",NA,0,"0"
"Z88AEN","Adeudos",NA,2,"2020"
"Z88AEN","Adeudos",NA,2,"2021"
"Z88AEP","Sin adeudos",NA,0,"0"
"Z88AER","Sin adeudos",NA,0,"0"
"Z88AES","Cuenta con Placa Anterior y Sin adeudos","Z88AES",0,"0"
"Z88AET","Adeudos",NA,6,"2016"
"Z88AET","Adeudos",NA,6,"2017"
"Z88AET","Adeudos",NA,6,"2018"
"Z88AET","Adeudos",NA,6,"2019"
"Z88AET","Adeudos",NA,6,"2020"
"Z88AET","Adeudos",NA,6,"2021"
"Z88AEU","Sin adeudos",NA,0,"0"
"Z88AEV","Adeudos",NA,4,"2018"
"Z88AEV","Adeudos",NA,4,"2019"
"Z88AEV","Adeudos",NA,4,"2020"
"Z88AEV","Adeudos",NA,4,"2021"
"Z88AEW","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88AEY","Adeudos",NA,5,"2017"
"Z88AEY","Adeudos",NA,5,"2018"
"Z88AEY","Adeudos",NA,5,"2019"
"Z88AEY","Adeudos",NA,5,"2020"
"Z88AEY","Adeudos",NA,5,"2021"
"Z88AEZ","Sin adeudos",NA,0,"0"
"Z88AFB","Sin adeudos",NA,0,"0"
"Z88AFC","Adeudos",NA,2,"2020"
"Z88AFC","Adeudos",NA,2,"2021"
"Z88AFD","Cuenta con Placa Anterior y Adeudos","560XHN",5,"2017"
"Z88AFD","Cuenta con Placa Anterior y Adeudos","560XHN",5,"2018"
"Z88AFD","Cuenta con Placa Anterior y Adeudos","560XHN",5,"2019"
"Z88AFD","Cuenta con Placa Anterior y Adeudos","560XHN",5,"2020"
"Z88AFD","Cuenta con Placa Anterior y Adeudos","560XHN",5,"2021"
"Z88AFE","Sin adeudos",NA,0,"0"
"Z88AFF","Adeudos",NA,5,"2017"
"Z88AFF","Adeudos",NA,5,"2018"
"Z88AFF","Adeudos",NA,5,"2019"
"Z88AFF","Adeudos",NA,5,"2020"
"Z88AFF","Adeudos",NA,5,"2021"
"Z88AFG","Sin adeudos",NA,0,"0"
"Z88AFH","Sin adeudos",NA,0,"0"
"Z88AFJ","Cuenta con Placa Anterior y Sin adeudos","942ZJC",0,"0"
"Z88AFL","Cuenta con Placa Anterior y Sin adeudos","Z88AFL",0,"0"
"Z88AFN","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88AFP","Adeudos",NA,3,"2019"
"Z88AFP","Adeudos",NA,3,"2020"
"Z88AFP","Adeudos",NA,3,"2021"
"Z88AFR","Sin adeudos",NA,0,"0"
"Z88AFS","Sin adeudos",NA,0,"0"
"Z88AFT","Adeudos",NA,5,"2017"
"Z88AFT","Adeudos",NA,5,"2018"
"Z88AFT","Adeudos",NA,5,"2019"
"Z88AFT","Adeudos",NA,5,"2020"
"Z88AFT","Adeudos",NA,5,"2021"
"Z88AFU","Sin adeudos",NA,0,"0"
"Z88AFV","Sin adeudos",NA,0,"0"
"Z88AFW","Adeudos",NA,3,"2019"
"Z88AFW","Adeudos",NA,3,"2020"
"Z88AFW","Adeudos",NA,3,"2021"
"Z88AFX","Sin adeudos",NA,0,"0"
"Z88AFY","Adeudos",NA,3,"2019"
"Z88AFY","Adeudos",NA,3,"2020"
"Z88AFY","Adeudos",NA,3,"2021"
"Z88AGA","Sin adeudos",NA,0,"0"
"Z88AGB","Sin adeudos",NA,0,"0"
"Z88AGC","Sin adeudos",NA,0,"0"
"Z88AGD","Sin adeudos",NA,0,"0"
"Z88AGE","Sin adeudos",NA,0,"0"
"Z88AGG","Sin adeudos",NA,0,"0"
"Z88AGH","Cuenta con Placa Anterior y Adeudos","159XNL",4,"2018"
"Z88AGH","Cuenta con Placa Anterior y Adeudos","159XNL",4,"2019"
"Z88AGH","Cuenta con Placa Anterior y Adeudos","159XNL",4,"2020"
"Z88AGH","Cuenta con Placa Anterior y Adeudos","159XNL",4,"2021"
"Z88AGJ","Cuenta con Placa Anterior y Adeudos","668UGD",2,"2020"
"Z88AGJ","Cuenta con Placa Anterior y Adeudos","668UGD",2,"2021"
"Z88AGK","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88AGL","Adeudos",NA,2,"2020"
"Z88AGL","Adeudos",NA,2,"2021"
"Z88AGN","Sin adeudos",NA,0,"0"
"Z88AGR","Sin adeudos",NA,0,"0"
"Z88AGS","Adeudos",NA,2,"2020"
"Z88AGS","Adeudos",NA,2,"2021"
"Z88AGU","Adeudos",NA,3,"2019"
"Z88AGU","Adeudos",NA,3,"2020"
"Z88AGU","Adeudos",NA,3,"2021"
"Z88AGV","Sin adeudos",NA,0,"0"
"Z88AGW","Sin adeudos",NA,0,"0"
"Z88AGX","Sin adeudos",NA,0,"0"
"Z88AGY","Cuenta con Placa Anterior y Adeudos","Z88AGY",3,"2019"
"Z88AGY","Cuenta con Placa Anterior y Adeudos","Z88AGY",3,"2020"
"Z88AGY","Cuenta con Placa Anterior y Adeudos","Z88AGY",3,"2021"
"Z88AGZ","Cuenta con Placa Anterior y Adeudos","Z88AGZ",2,"2020"
"Z88AGZ","Cuenta con Placa Anterior y Adeudos","Z88AGZ",2,"2021"
"Z88AHB","Sin adeudos",NA,0,"0"
"Z88AHD","Sin adeudos",NA,0,"0"
"Z88AHG","Adeudos",NA,4,"2018"
"Z88AHG","Adeudos",NA,4,"2019"
"Z88AHG","Adeudos",NA,4,"2020"
"Z88AHG","Adeudos",NA,4,"2021"
"Z88AHK","Adeudos",NA,2,"2020"
"Z88AHK","Adeudos",NA,2,"2021"
"Z88AHP","El número de placa no se localizó en el padrón",NA,0,"0"
"Z88AHR","Sin adeudos",NA,0,"0"
"Z88AHT","Adeudos",NA,4,"2018"
"Z88AHT","Adeudos",NA,4,"2019"
"Z88AHT","Adeudos",NA,4,"2020"
"Z88AHT","Adeudos",NA,4,"2021"
"Z88AHV","Cuenta con Placa Anterior y Adeudos","846MTV",5,"2017"
"Z88AHV","Cuenta con Placa Anterior y Adeudos","846MTV",5,"2018"
"Z88AHV","Cuenta con Placa Anterior y Adeudos","846MTV",5,"2019"
"Z88AHV","Cuenta con Placa Anterior y Adeudos","846MTV",5,"2020"
"Z88AHV","Cuenta con Placa Anterior y Adeudos","846MTV",5,"2021"
"Z88AHX","Sin adeudos",NA,0,"0"
"Z88AHY","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88AHZ","Adeudos",NA,3,"2019"
"Z88AHZ","Adeudos",NA,3,"2020"
"Z88AHZ","Adeudos",NA,3,"2021"
"Z88AJB","Adeudos",NA,2,"2020"
"Z88AJB","Adeudos",NA,2,"2021"
"Z88AJC","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88AJD","Sin adeudos",NA,0,"0"
"Z88AJE","Sin adeudos",NA,0,"0"
"Z88AJF","Sin adeudos",NA,0,"0"
"Z88AJG","Sin adeudos",NA,0,"0"
"Z88AJH","Cuenta con Placa Anterior y Sin adeudos","564YZC",0,"0"
"Z88AJJ","Sin adeudos",NA,0,"0"
"Z88AJK","Sin adeudos",NA,0,"0"
"Z88AJL","Adeudos",NA,1,"2021"
"Z88AJM","Sin adeudos",NA,0,"0"
"Z88AJN","Sin adeudos",NA,0,"0"
"Z88AJR","Sin adeudos",NA,0,"0"
"Z88AJS","Sin adeudos",NA,0,"0"
"Z88AJV","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88AJW","Sin adeudos",NA,0,"0"
"Z88AJX","Sin adeudos",NA,0,"0"
"Z88AJY","Adeudos",NA,4,"2017"
"Z88AJY","Adeudos",NA,4,"2019"
"Z88AJY","Adeudos",NA,4,"2020"
"Z88AJY","Adeudos",NA,4,"2021"
"Z88AJZ","Cuenta con Placa Anterior y Sin adeudos","M70ACN",0,"0"
"Z88AKA","Sin adeudos",NA,0,"0"
"Z88AKB","Sin adeudos",NA,0,"0"
"Z88AKC","Cuenta con Placa Anterior y Sin adeudos","Z88AKC",0,"0"
"Z88AKD","Cuenta con Placa Anterior y Adeudos","M31AHH",1,"2021"
"Z88AKE","Sin adeudos",NA,0,"0"
"Z88AKF","Cuenta con Placa Anterior y Adeudos","589XFS",4,"2018"
"Z88AKF","Cuenta con Placa Anterior y Adeudos","589XFS",4,"2019"
"Z88AKF","Cuenta con Placa Anterior y Adeudos","589XFS",4,"2020"
"Z88AKF","Cuenta con Placa Anterior y Adeudos","589XFS",4,"2021"
"Z88AKG","Cuenta con Placa Anterior y Sin adeudos","956UTC",0,"0"
"Z88AKH","Sin adeudos",NA,0,"0"
"Z88AKJ","Sin adeudos",NA,0,"0"
"Z88AKK","Sin adeudos",NA,0,"0"
"Z88AKM","Sin adeudos",NA,0,"0"
"Z88AKN","Sin adeudos",NA,0,"0"
"Z88AKP","Sin adeudos",NA,0,"0"
"Z88AKS","Adeudos",NA,1,"2021"
"Z88AKT","Sin adeudos",NA,0,"0"
"Z88AKU","Sin adeudos",NA,0,"0"
"Z88AKV","Sin adeudos",NA,0,"0"
"Z88AKW","Sin adeudos",NA,0,"0"
"Z88AKX","Cuenta con Placa Anterior y Adeudos","978THG",2,"2020"
"Z88AKX","Cuenta con Placa Anterior y Adeudos","978THG",2,"2021"
"Z88AKY","Sin adeudos",NA,0,"0"
"Z88AKZ","Sin adeudos",NA,0,"0"
"Z88ALA","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88ALB","El número de placa no se localizó en el padrón",NA,0,"0"
"Z88ALC","Sin adeudos",NA,0,"0"
"Z88ALD","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88ALF","Sin adeudos",NA,0,"0"
"Z88ALG","Sin adeudos",NA,0,"0"
"Z88ALH","Sin adeudos",NA,0,"0"
"Z88ALJ","Adeudos",NA,4,"2018"
"Z88ALJ","Adeudos",NA,4,"2019"
"Z88ALJ","Adeudos",NA,4,"2020"
"Z88ALJ","Adeudos",NA,4,"2021"
"Z88ALK","Cuenta con Placa Anterior y Sin adeudos","F07AEC",0,"0"
"Z88ALL","Sin adeudos",NA,0,"0"
"Z88ALM","Cuenta con Placa Anterior y Sin adeudos","P73AHN",0,"0"
"Z88ALN","Sin adeudos",NA,0,"0"
"Z88ALP","Sin adeudos",NA,0,"0"
"Z88ALS","Adeudos",NA,1,"2021"
"Z88ALT","Sin adeudos",NA,0,"0"
"Z88ALU","Sin adeudos",NA,0,"0"
"Z88ALV","Cuenta con Placa Anterior y Sin adeudos","846ZBX",0,"0"
"Z88ALW","Cuenta con Placa Anterior y Adeudos","696PDK",2,"2020"
"Z88ALW","Cuenta con Placa Anterior y Adeudos","696PDK",2,"2021"
"Z88ALY","Cuenta con Placa Anterior y Adeudos","Z88ALY",2,"2020"
"Z88ALY","Cuenta con Placa Anterior y Adeudos","Z88ALY",2,"2021"
"Z88AMA","Sin adeudos",NA,0,"0"
"Z88AMB","Adeudos",NA,4,"2018"
"Z88AMB","Adeudos",NA,4,"2019"
"Z88AMB","Adeudos",NA,4,"2020"
"Z88AMB","Adeudos",NA,4,"2021"
"Z88AMC","Sin adeudos",NA,0,"0"
"Z88AMD","Sin adeudos",NA,0,"0"
"Z88AMF","Sin adeudos",NA,0,"0"
"Z88AMH","Sin adeudos",NA,0,"0"
"Z88AMJ","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88AMM","Adeudos",NA,1,"2021"
"Z88AMN","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88AMP","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88AMR","Sin adeudos",NA,0,"0"
"Z88AMS","Cuenta con Placa Anterior y Adeudos","M56AGJ",1,"2021"
"Z88AMT","Sin adeudos",NA,0,"0"
"Z88AMV","Cuenta con Placa Anterior y Sin adeudos","H46AGL",0,"0"
"Z88AMW","Sin adeudos",NA,0,"0"
"Z88AMX","Sin adeudos",NA,0,"0"
"Z88AMZ","Adeudos",NA,1,"2021"
"Z88ANB","Adeudos",NA,3,"2019"
"Z88ANB","Adeudos",NA,3,"2020"
"Z88ANB","Adeudos",NA,3,"2021"
"Z88ANC","Sin adeudos",NA,0,"0"
"Z88ANG","Adeudos",NA,3,"2019"
"Z88ANG","Adeudos",NA,3,"2020"
"Z88ANG","Adeudos",NA,3,"2021"
"Z88ANJ","Cuenta con Placa Anterior y Sin adeudos","407YVM",0,"0"
"Z88ANK","Cuenta con Placa Anterior y Adeudos","B50ABE",3,"2019"
"Z88ANK","Cuenta con Placa Anterior y Adeudos","B50ABE",3,"2020"
"Z88ANK","Cuenta con Placa Anterior y Adeudos","B50ABE",3,"2021"
"Z88ANL","Cuenta con Placa Anterior y Adeudos","997ZES",3,"2019"
"Z88ANL","Cuenta con Placa Anterior y Adeudos","997ZES",3,"2020"
"Z88ANL","Cuenta con Placa Anterior y Adeudos","997ZES",3,"2021"
"Z88ANM","Sin adeudos",NA,0,"0"
"Z88ANN","Sin adeudos",NA,0,"0"
"Z88ANP","Sin adeudos",NA,0,"0"
"Z88ANR","Cuenta con Placa Anterior y Sin adeudos","129XMY",0,"0"
"Z88ANS","Sin adeudos",NA,0,"0"
"Z88ANU","Sin adeudos",NA,0,"0"
"Z88ANV","Cuenta con Placa Anterior y Sin adeudos","Z88ANV",0,"0"
"Z88ANW","Sin adeudos",NA,0,"0"
"Z88ANY","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88ANZ","Cuenta con Placa Anterior y Adeudos","C67AHX",1,"2021"
"Z88APB","Sin adeudos",NA,0,"0"
"Z88APC","Sin adeudos",NA,0,"0"
"Z88APD","Adeudos",NA,1,"2021"
"Z88APE","Adeudos",NA,3,"2019"
"Z88APE","Adeudos",NA,3,"2020"
"Z88APE","Adeudos",NA,3,"2021"
"Z88APG","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88APH","Sin adeudos",NA,0,"0"
"Z88APJ","Sin adeudos",NA,0,"0"
"Z88APL","Sin adeudos",NA,0,"0"
"Z88APP","Sin adeudos",NA,0,"0"
"Z88APR","Sin adeudos",NA,0,"0"
"Z88APT","Adeudos",NA,1,"2021"
"Z88APU","Cuenta con Placa Anterior y Adeudos","Z88APU",3,"2019"
"Z88APU","Cuenta con Placa Anterior y Adeudos","Z88APU",3,"2020"
"Z88APU","Cuenta con Placa Anterior y Adeudos","Z88APU",3,"2021"
"Z88APW","Sin adeudos",NA,0,"0"
"Z88APX","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"Z88APY","Sin adeudos",NA,0,"0"
"Z88ARA","Adeudos",NA,1,"2021"
"Z88ARF","Sin adeudos",NA,0,"0"
"Z88ARG","Sin adeudos",NA,0,"0"
"Z88ARJ","Sin adeudos",NA,0,"0"
"Z88ARK","Adeudos",NA,2,"2020"
"Z88ARK","Adeudos",NA,2,"2021"
"Z88ARL","Sin adeudos",NA,0,"0"
"Z88ARM","Sin adeudos",NA,0,"0"
"Z88ARN","Adeudos",NA,1,"2021"
"Z88ARR","Sin adeudos",NA,0,"0"
"Z88ARS","Cuenta con Placa Anterior y Sin adeudos","C96AAN",0,"0"
"Z88ARU","Sin adeudos",NA,0,"0"
"Z88ARV","Sin adeudos",NA,0,"0"
"Z88ARW","Sin adeudos",NA,0,"0"
"Z88ARX","Cuenta con Placa Anterior y Sin adeudos","745YKN",0,"0"
"Z88ARY","El número de placa no se localizó en el padrón",NA,0,"0"
"Z88ARZ","Sin adeudos",NA,0,"0"
"Z88ASB","Adeudos",NA,1,"2021"
"Z88ASD","Sin adeudos",NA,0,"0"
"Z88ASH","Sin adeudos",NA,0,"0"
"Z88ASJ","Sin adeudos",NA,0,"0"
"Z88ASK","Adeudos",NA,3,"2019"
