"placa","estatus","placa_anterior","years_adeudos","years"
"306WLS","Adeudos",NA,7,"2014"
"306WLS","Adeudos",NA,7,"2015"
"306WLS","Adeudos",NA,7,"2017"
"306WLS","Adeudos",NA,7,"2018"
"306WLS","Adeudos",NA,7,"2019"
"306WLS","Adeudos",NA,7,"2020"
"306WLS","Adeudos",NA,7,"2021"
"306WLV","Adeudos",NA,6,"2014"
"306WLV","Adeudos",NA,6,"2015"
"306WLV","Adeudos",NA,6,"2016"
"306WLV","Adeudos",NA,6,"2018"
"306WLV","Adeudos",NA,6,"2020"
"306WLV","Adeudos",NA,6,"2021"
"306WLY","Adeudos",NA,2,"2020"
"306WLY","Adeudos",NA,2,"2021"
"306WMA","Adeudos",NA,5,"2017"
"306WMA","Adeudos",NA,5,"2018"
"306WMA","Adeudos",NA,5,"2019"
"306WMA","Adeudos",NA,5,"2020"
"306WMA","Adeudos",NA,5,"2021"
"306WMB","Adeudos",NA,6,"2016"
"306WMB","Adeudos",NA,6,"2017"
"306WMB","Adeudos",NA,6,"2018"
"306WMB","Adeudos",NA,6,"2019"
"306WMB","Adeudos",NA,6,"2020"
"306WMB","Adeudos",NA,6,"2021"
"306WMD","Sin adeudos",NA,0,"0"
"306WMH","Sin adeudos",NA,0,"0"
"306WMK","Sin adeudos",NA,0,"0"
"306WML","Adeudos",NA,3,"2019"
"306WML","Adeudos",NA,3,"2020"
"306WML","Adeudos",NA,3,"2021"
"306WMP","Sin adeudos",NA,0,"0"
"306WMR","Adeudos",NA,6,"2016"
"306WMR","Adeudos",NA,6,"2017"
"306WMR","Adeudos",NA,6,"2018"
"306WMR","Adeudos",NA,6,"2019"
"306WMR","Adeudos",NA,6,"2020"
"306WMR","Adeudos",NA,6,"2021"
"306WMS","Adeudos",NA,5,"2017"
"306WMS","Adeudos",NA,5,"2018"
"306WMS","Adeudos",NA,5,"2019"
"306WMS","Adeudos",NA,5,"2020"
"306WMS","Adeudos",NA,5,"2021"
"306WMU","Sin adeudos",NA,0,"0"
"306WMY","Sin adeudos",NA,0,"0"
"306WNE","Sin adeudos",NA,0,"0"
"306WNG","Adeudos",NA,3,"2019"
"306WNG","Adeudos",NA,3,"2020"
"306WNG","Adeudos",NA,3,"2021"
"306WNM","Sin adeudos",NA,0,"0"
"306WNR","Adeudos",NA,6,"2016"
"306WNR","Adeudos",NA,6,"2017"
"306WNR","Adeudos",NA,6,"2018"
"306WNR","Adeudos",NA,6,"2019"
"306WNR","Adeudos",NA,6,"2020"
"306WNR","Adeudos",NA,6,"2021"
"306WNU","Adeudos",NA,5,"2017"
"306WNU","Adeudos",NA,5,"2018"
"306WNU","Adeudos",NA,5,"2019"
"306WNU","Adeudos",NA,5,"2020"
"306WNU","Adeudos",NA,5,"2021"
"306WNZ","Adeudos",NA,2,"2020"
"306WNZ","Adeudos",NA,2,"2021"
"306WPA","Adeudos",NA,2,"2020"
"306WPA","Adeudos",NA,2,"2021"
"306WPB","Adeudos",NA,3,"2019"
"306WPB","Adeudos",NA,3,"2020"
"306WPB","Adeudos",NA,3,"2021"
"306WPM","Cuenta con Placa Anterior y Adeudos","914MVG",6,"2016"
"306WPM","Cuenta con Placa Anterior y Adeudos","914MVG",6,"2017"
"306WPM","Cuenta con Placa Anterior y Adeudos","914MVG",6,"2018"
"306WPM","Cuenta con Placa Anterior y Adeudos","914MVG",6,"2019"
"306WPM","Cuenta con Placa Anterior y Adeudos","914MVG",6,"2020"
"306WPM","Cuenta con Placa Anterior y Adeudos","914MVG",6,"2021"
"306WPS","ERROR. Revisar Placa","914MVG",0,"0"
"306WPW","ERROR. Revisar Placa","914MVG",0,"0"
"306WRB","Adeudos",NA,2,"2020"
"306WRB","Adeudos",NA,2,"2021"
"306WRC","Adeudos",NA,1,"2021"
"306WRD","Cuenta con Placa Anterior y Adeudos","111TWP",6,"2016"
"306WRD","Cuenta con Placa Anterior y Adeudos","111TWP",6,"2017"
"306WRD","Cuenta con Placa Anterior y Adeudos","111TWP",6,"2018"
"306WRD","Cuenta con Placa Anterior y Adeudos","111TWP",6,"2019"
"306WRD","Cuenta con Placa Anterior y Adeudos","111TWP",6,"2020"
"306WRD","Cuenta con Placa Anterior y Adeudos","111TWP",6,"2021"
"306WRE","Sin adeudos",NA,0,"0"
"306WRF","Sin adeudos",NA,0,"0"
"306WRR","Sin adeudos",NA,0,"0"
"306WRS","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"306WRT","Cuenta con Placa Anterior y Sin adeudos","306WRT",0,"0"
"306WRU","Sin adeudos",NA,0,"0"
"306WRY","Adeudos",NA,5,"2017"
"306WRY","Adeudos",NA,5,"2018"
"306WRY","Adeudos",NA,5,"2019"
"306WRY","Adeudos",NA,5,"2020"
"306WRY","Adeudos",NA,5,"2021"
"306WRZ","Sin adeudos",NA,0,"0"
"306WSB","Sin adeudos",NA,0,"0"
"306WSD","Sin adeudos",NA,0,"0"
"306WSE","Adeudos",NA,3,"2019"
"306WSE","Adeudos",NA,3,"2020"
"306WSE","Adeudos",NA,3,"2021"
"306WSF","Adeudos",NA,5,"2017"
"306WSF","Adeudos",NA,5,"2018"
"306WSF","Adeudos",NA,5,"2019"
"306WSF","Adeudos",NA,5,"2020"
"306WSF","Adeudos",NA,5,"2021"
"306WSG","Sin adeudos",NA,0,"0"
"306WSH","Adeudos",NA,1,"2021"
"306WSM","Sin adeudos",NA,0,"0"
"306WSN","Sin adeudos",NA,0,"0"
"306WSR","Sin adeudos",NA,0,"0"
"306WSS","Adeudos",NA,4,"2018"
"306WSS","Adeudos",NA,4,"2019"
"306WSS","Adeudos",NA,4,"2020"
"306WSS","Adeudos",NA,4,"2021"
"306WSW","Sin adeudos",NA,0,"0"
"306WSX","Adeudos",NA,5,"2017"
"306WSX","Adeudos",NA,5,"2018"
"306WSX","Adeudos",NA,5,"2019"
"306WSX","Adeudos",NA,5,"2020"
"306WSX","Adeudos",NA,5,"2021"
"306WTB","Sin adeudos",NA,0,"0"
"306WTD","Adeudos",NA,4,"2018"
"306WTD","Adeudos",NA,4,"2019"
"306WTD","Adeudos",NA,4,"2020"
"306WTD","Adeudos",NA,4,"2021"
"306WTF","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"306WTH","Adeudos",NA,6,"2016"
"306WTH","Adeudos",NA,6,"2017"
"306WTH","Adeudos",NA,6,"2018"
"306WTH","Adeudos",NA,6,"2019"
"306WTH","Adeudos",NA,6,"2020"
"306WTH","Adeudos",NA,6,"2021"
"306WTK","Sin adeudos",NA,0,"0"
"306WTL","Adeudos",NA,5,"2017"
"306WTL","Adeudos",NA,5,"2018"
"306WTL","Adeudos",NA,5,"2019"
"306WTL","Adeudos",NA,5,"2020"
"306WTL","Adeudos",NA,5,"2021"
"306WTN","Adeudos",NA,2,"2020"
"306WTN","Adeudos",NA,2,"2021"
"306WTP","Sin adeudos",NA,0,"0"
"306WTW","El número de placa no se localizó en el padrón",NA,0,"0"
"306WTX","Adeudos",NA,4,"2018"
"306WTX","Adeudos",NA,4,"2019"
"306WTX","Adeudos",NA,4,"2020"
"306WTX","Adeudos",NA,4,"2021"
"306WTY","Adeudos",NA,6,"2016"
"306WTY","Adeudos",NA,6,"2017"
"306WTY","Adeudos",NA,6,"2018"
"306WTY","Adeudos",NA,6,"2019"
"306WTY","Adeudos",NA,6,"2020"
"306WTY","Adeudos",NA,6,"2021"
"306WTZ","Adeudos",NA,5,"2017"
"306WTZ","Adeudos",NA,5,"2018"
"306WTZ","Adeudos",NA,5,"2019"
"306WTZ","Adeudos",NA,5,"2020"
"306WTZ","Adeudos",NA,5,"2021"
"306WUB","Adeudos",NA,5,"2016"
"306WUB","Adeudos",NA,5,"2018"
"306WUB","Adeudos",NA,5,"2019"
"306WUB","Adeudos",NA,5,"2020"
"306WUB","Adeudos",NA,5,"2021"
"306WUC","Adeudos",NA,2,"2020"
"306WUC","Adeudos",NA,2,"2021"
"306WUE","Adeudos",NA,2,"2017"
"306WUE","Adeudos",NA,2,"2020"
"306WUG","Sin adeudos",NA,0,"0"
"306WUH","Adeudos",NA,5,"2017"
"306WUH","Adeudos",NA,5,"2018"
"306WUH","Adeudos",NA,5,"2019"
"306WUH","Adeudos",NA,5,"2020"
"306WUH","Adeudos",NA,5,"2021"
"306WUK","Sin adeudos",NA,0,"0"
"306WUL","Adeudos",NA,1,"2021"
"306WUN","Sin adeudos",NA,0,"0"
"306WUP","Adeudos",NA,6,"2016"
"306WUP","Adeudos",NA,6,"2017"
"306WUP","Adeudos",NA,6,"2018"
"306WUP","Adeudos",NA,6,"2019"
"306WUP","Adeudos",NA,6,"2020"
"306WUP","Adeudos",NA,6,"2021"
"306WUR","Adeudos",NA,2,"2020"
"306WUR","Adeudos",NA,2,"2021"
"306WUV","Sin adeudos",NA,0,"0"
"306WUW","Sin adeudos",NA,0,"0"
"306WUZ","Adeudos",NA,3,"2019"
"306WUZ","Adeudos",NA,3,"2020"
"306WUZ","Adeudos",NA,3,"2021"
"306WVD","Sin adeudos",NA,0,"0"
"306WVE","Adeudos",NA,6,"2016"
"306WVE","Adeudos",NA,6,"2017"
"306WVE","Adeudos",NA,6,"2018"
"306WVE","Adeudos",NA,6,"2019"
"306WVE","Adeudos",NA,6,"2020"
"306WVE","Adeudos",NA,6,"2021"
"306WVF","Sin adeudos",NA,0,"0"
"306WVG","Sin adeudos",NA,0,"0"
"306WVK","Sin adeudos",NA,0,"0"
"306WVM","Sin adeudos",NA,0,"0"
"306WVN","Adeudos",NA,3,"2019"
"306WVN","Adeudos",NA,3,"2020"
"306WVN","Adeudos",NA,3,"2021"
"306WVS","Sin adeudos",NA,0,"0"
"306WVU","Adeudos",NA,1,"2021"
"306WVW","Adeudos",NA,5,"2017"
"306WVW","Adeudos",NA,5,"2018"
"306WVW","Adeudos",NA,5,"2019"
"306WVW","Adeudos",NA,5,"2020"
"306WVW","Adeudos",NA,5,"2021"
"306WVX","Cuenta con Placa Anterior y Adeudos","434WRL",4,"2018"
"306WVX","Cuenta con Placa Anterior y Adeudos","434WRL",4,"2019"
"306WVX","Cuenta con Placa Anterior y Adeudos","434WRL",4,"2020"
"306WVX","Cuenta con Placa Anterior y Adeudos","434WRL",4,"2021"
"306WVY","Adeudos",NA,5,"2017"
"306WVY","Adeudos",NA,5,"2018"
"306WVY","Adeudos",NA,5,"2019"
"306WVY","Adeudos",NA,5,"2020"
"306WVY","Adeudos",NA,5,"2021"
"306WWB","Sin adeudos",NA,0,"0"
"306WWE","Cuenta con Placa Anterior y Adeudos","306WWE",1,"2021"
"306WWF","Sin adeudos",NA,0,"0"
"306WWH","Adeudos",NA,3,"2019"
"306WWH","Adeudos",NA,3,"2020"
"306WWH","Adeudos",NA,3,"2021"
"306WWL","Adeudos",NA,6,"2016"
"306WWL","Adeudos",NA,6,"2017"
"306WWL","Adeudos",NA,6,"2018"
"306WWL","Adeudos",NA,6,"2019"
"306WWL","Adeudos",NA,6,"2020"
"306WWL","Adeudos",NA,6,"2021"
"306WWV","Sin adeudos",NA,0,"0"
"306WWW","Adeudos",NA,5,"2017"
"306WWW","Adeudos",NA,5,"2018"
"306WWW","Adeudos",NA,5,"2019"
"306WWW","Adeudos",NA,5,"2020"
"306WWW","Adeudos",NA,5,"2021"
"306WWZ","Adeudos",NA,6,"2016"
"306WWZ","Adeudos",NA,6,"2017"
"306WWZ","Adeudos",NA,6,"2018"
"306WWZ","Adeudos",NA,6,"2019"
"306WWZ","Adeudos",NA,6,"2020"
"306WWZ","Adeudos",NA,6,"2021"
"306WXA","Adeudos",NA,4,"2018"
"306WXA","Adeudos",NA,4,"2019"
"306WXA","Adeudos",NA,4,"2020"
"306WXA","Adeudos",NA,4,"2021"
"306WXB","El número de placa no se localizó en el padrón",NA,0,"0"
"306WXC","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"306WXF","Sin adeudos",NA,0,"0"
"306WXG","Adeudos",NA,2,"2020"
"306WXG","Adeudos",NA,2,"2021"
"306WXH","Adeudos",NA,3,"2019"
"306WXH","Adeudos",NA,3,"2020"
"306WXH","Adeudos",NA,3,"2021"
"306WXJ","Sin adeudos",NA,0,"0"
"306WXL","Sin adeudos",NA,0,"0"
"306WXR","Adeudos",NA,6,"2016"
"306WXR","Adeudos",NA,6,"2017"
"306WXR","Adeudos",NA,6,"2018"
"306WXR","Adeudos",NA,6,"2019"
"306WXR","Adeudos",NA,6,"2020"
"306WXR","Adeudos",NA,6,"2021"
"306WXS","Adeudos",NA,2,"2020"
"306WXS","Adeudos",NA,2,"2021"
"306WXU","Adeudos",NA,4,"2018"
"306WXU","Adeudos",NA,4,"2019"
"306WXU","Adeudos",NA,4,"2020"
"306WXU","Adeudos",NA,4,"2021"
"306WXX","Adeudos",NA,5,"2017"
"306WXX","Adeudos",NA,5,"2018"
"306WXX","Adeudos",NA,5,"2019"
"306WXX","Adeudos",NA,5,"2020"
"306WXX","Adeudos",NA,5,"2021"
"306WXZ","Sin adeudos",NA,0,"0"
"306WYA","Sin adeudos",NA,0,"0"
"306WYB","Sin adeudos",NA,0,"0"
"306WYK","Adeudos",NA,5,"2017"
"306WYK","Adeudos",NA,5,"2018"
"306WYK","Adeudos",NA,5,"2019"
"306WYK","Adeudos",NA,5,"2020"
"306WYK","Adeudos",NA,5,"2021"
"306WYL","Adeudos",NA,6,"2016"
"306WYL","Adeudos",NA,6,"2017"
"306WYL","Adeudos",NA,6,"2018"
"306WYL","Adeudos",NA,6,"2019"
"306WYL","Adeudos",NA,6,"2020"
"306WYL","Adeudos",NA,6,"2021"
"306WYM","Cuenta con Placa Anterior y Sin adeudos","306WYM",0,"0"
"306WYR","Adeudos",NA,4,"2016"
"306WYR","Adeudos",NA,4,"2019"
"306WYR","Adeudos",NA,4,"2020"
"306WYR","Adeudos",NA,4,"2021"
"306WYU","Adeudos",NA,4,"2018"
"306WYU","Adeudos",NA,4,"2019"
"306WYU","Adeudos",NA,4,"2020"
"306WYU","Adeudos",NA,4,"2021"
"306WYX","Adeudos",NA,3,"2019"
"306WYX","Adeudos",NA,3,"2020"
"306WYX","Adeudos",NA,3,"2021"
"306WYY","Adeudos",NA,1,"2021"
"306WZA","Cuenta con Placa Anterior y Adeudos","306WZA",1,"2021"
"306WZD","Sin adeudos",NA,0,"0"
"306WZE","Adeudos",NA,4,"2018"
"306WZE","Adeudos",NA,4,"2019"
"306WZE","Adeudos",NA,4,"2020"
"306WZE","Adeudos",NA,4,"2021"
"306WZH","Sin adeudos",NA,0,"0"
"306WZK","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"306WZL","Sin adeudos",NA,0,"0"
"306WZM","Adeudos",NA,6,"2016"
"306WZM","Adeudos",NA,6,"2017"
"306WZM","Adeudos",NA,6,"2018"
"306WZM","Adeudos",NA,6,"2019"
"306WZM","Adeudos",NA,6,"2020"
"306WZM","Adeudos",NA,6,"2021"
"306WZU","Adeudos",NA,1,"2021"
"306WZW","Adeudos",NA,6,"2016"
"306WZW","Adeudos",NA,6,"2017"
"306WZW","Adeudos",NA,6,"2018"
"306WZW","Adeudos",NA,6,"2019"
"306WZW","Adeudos",NA,6,"2020"
"306WZW","Adeudos",NA,6,"2021"
"306WZX","Adeudos",NA,1,"2021"
"306WZY","Adeudos",NA,6,"2016"
"306WZY","Adeudos",NA,6,"2017"
"306WZY","Adeudos",NA,6,"2018"
"306WZY","Adeudos",NA,6,"2019"
"306WZY","Adeudos",NA,6,"2020"
"306WZY","Adeudos",NA,6,"2021"
"306XAA","Adeudos",NA,4,"2018"
"306XAA","Adeudos",NA,4,"2019"
"306XAA","Adeudos",NA,4,"2020"
"306XAA","Adeudos",NA,4,"2021"
"306XAB","Sin adeudos",NA,0,"0"
"306XAC","Adeudos",NA,4,"2018"
"306XAC","Adeudos",NA,4,"2019"
"306XAC","Adeudos",NA,4,"2020"
"306XAC","Adeudos",NA,4,"2021"
"306XAF","Sin adeudos",NA,0,"0"
"306XAG","Adeudos",NA,4,"2018"
"306XAG","Adeudos",NA,4,"2019"
"306XAG","Adeudos",NA,4,"2020"
"306XAG","Adeudos",NA,4,"2021"
"306XAH","Adeudos",NA,5,"2017"
"306XAH","Adeudos",NA,5,"2018"
"306XAH","Adeudos",NA,5,"2019"
"306XAH","Adeudos",NA,5,"2020"
"306XAH","Adeudos",NA,5,"2021"
"306XAJ","Sin adeudos",NA,0,"0"
"306XAK","Sin adeudos",NA,0,"0"
"306XAM","Cuenta con Placa Anterior y Adeudos","700RZN",6,"2014"
"306XAM","Cuenta con Placa Anterior y Adeudos","700RZN",6,"2015"
"306XAM","Cuenta con Placa Anterior y Adeudos","700RZN",6,"2016"
"306XAM","Cuenta con Placa Anterior y Adeudos","700RZN",6,"2017"
"306XAM","Cuenta con Placa Anterior y Adeudos","700RZN",6,"2018"
"306XAM","Cuenta con Placa Anterior y Adeudos","700RZN",6,"2021"
"306XAN","Adeudos",NA,1,"2021"
"306XAP","Sin adeudos",NA,0,"0"
"306XAR","Adeudos",NA,2,"2020"
"306XAR","Adeudos",NA,2,"2021"
"306XAS","Sin adeudos",NA,0,"0"
"306XAW","Adeudos",NA,2,"2020"
"306XAW","Adeudos",NA,2,"2021"
"306XAY","Sin adeudos",NA,0,"0"
"306XBB","Sin adeudos",NA,0,"0"
"306XBC","Sin adeudos",NA,0,"0"
"306XBD","Adeudos",NA,5,"2017"
"306XBD","Adeudos",NA,5,"2018"
"306XBD","Adeudos",NA,5,"2019"
"306XBD","Adeudos",NA,5,"2020"
"306XBD","Adeudos",NA,5,"2021"
"306XBE","Adeudos",NA,6,"2016"
"306XBE","Adeudos",NA,6,"2017"
"306XBE","Adeudos",NA,6,"2018"
"306XBE","Adeudos",NA,6,"2019"
"306XBE","Adeudos",NA,6,"2020"
"306XBE","Adeudos",NA,6,"2021"
"306XBG","Adeudos",NA,3,"2019"
"306XBG","Adeudos",NA,3,"2020"
"306XBG","Adeudos",NA,3,"2021"
"306XBH","Adeudos",NA,5,"2017"
"306XBH","Adeudos",NA,5,"2018"
"306XBH","Adeudos",NA,5,"2019"
"306XBH","Adeudos",NA,5,"2020"
"306XBH","Adeudos",NA,5,"2021"
"306XBL","Sin adeudos",NA,0,"0"
"306XBN","Adeudos",NA,5,"2017"
"306XBN","Adeudos",NA,5,"2018"
"306XBN","Adeudos",NA,5,"2019"
"306XBN","Adeudos",NA,5,"2020"
"306XBN","Adeudos",NA,5,"2021"
"306XBS","Adeudos",NA,5,"2017"
"306XBS","Adeudos",NA,5,"2018"
"306XBS","Adeudos",NA,5,"2019"
"306XBS","Adeudos",NA,5,"2020"
"306XBS","Adeudos",NA,5,"2021"
"306XBV","Sin adeudos",NA,0,"0"
"306XBW","Sin adeudos",NA,0,"0"
"306XBX","Adeudos",NA,6,"2016"
"306XBX","Adeudos",NA,6,"2017"
"306XBX","Adeudos",NA,6,"2018"
"306XBX","Adeudos",NA,6,"2019"
"306XBX","Adeudos",NA,6,"2020"
"306XBX","Adeudos",NA,6,"2021"
"306XBZ","Sin adeudos",NA,0,"0"
"306XCC","Sin adeudos",NA,0,"0"
"306XCE","Sin adeudos",NA,0,"0"
"306XCJ","Sin adeudos",NA,0,"0"
"306XCL","Sin adeudos",NA,0,"0"
"306XCN","Sin adeudos",NA,0,"0"
"306XCR","Adeudos",NA,6,"2016"
"306XCR","Adeudos",NA,6,"2017"
"306XCR","Adeudos",NA,6,"2018"
"306XCR","Adeudos",NA,6,"2019"
"306XCR","Adeudos",NA,6,"2020"
"306XCR","Adeudos",NA,6,"2021"
"306XCS","Adeudos",NA,5,"2017"
"306XCS","Adeudos",NA,5,"2018"
"306XCS","Adeudos",NA,5,"2019"
"306XCS","Adeudos",NA,5,"2020"
"306XCS","Adeudos",NA,5,"2021"
"306XCU","Adeudos",NA,4,"2018"
"306XCU","Adeudos",NA,4,"2019"
"306XCU","Adeudos",NA,4,"2020"
"306XCU","Adeudos",NA,4,"2021"
"306XCW","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"306XCZ","Sin adeudos",NA,0,"0"
"306XDA","Adeudos",NA,2,"2020"
"306XDA","Adeudos",NA,2,"2021"
"306XDB","Adeudos",NA,6,"2016"
"306XDB","Adeudos",NA,6,"2017"
"306XDB","Adeudos",NA,6,"2018"
"306XDB","Adeudos",NA,6,"2019"
"306XDB","Adeudos",NA,6,"2020"
"306XDB","Adeudos",NA,6,"2021"
"306XDD","Adeudos",NA,1,"2021"
"306XDF","Adeudos",NA,2,"2020"
"306XDF","Adeudos",NA,2,"2021"
"306XDK","Adeudos",NA,3,"2019"
"306XDK","Adeudos",NA,3,"2020"
"306XDK","Adeudos",NA,3,"2021"
"306XDN","Adeudos",NA,4,"2018"
"306XDN","Adeudos",NA,4,"2019"
"306XDN","Adeudos",NA,4,"2020"
"306XDN","Adeudos",NA,4,"2021"
"306XDP","Adeudos",NA,4,"2018"
"306XDP","Adeudos",NA,4,"2019"
"306XDP","Adeudos",NA,4,"2020"
"306XDP","Adeudos",NA,4,"2021"
"306XDR","Adeudos",NA,1,"2021"
"306XDS","Adeudos",NA,4,"2018"
"306XDS","Adeudos",NA,4,"2019"
"306XDS","Adeudos",NA,4,"2020"
"306XDS","Adeudos",NA,4,"2021"
"306XDT","Adeudos",NA,3,"2019"
"306XDT","Adeudos",NA,3,"2020"
"306XDT","Adeudos",NA,3,"2021"
"306XDU","Cuenta con Placa Anterior y Adeudos","668NFE",7,"2014"
"306XDU","Cuenta con Placa Anterior y Adeudos","668NFE",7,"2015"
"306XDU","Cuenta con Placa Anterior y Adeudos","668NFE",7,"2016"
"306XDU","Cuenta con Placa Anterior y Adeudos","668NFE",7,"2017"
"306XDU","Cuenta con Placa Anterior y Adeudos","668NFE",7,"2018"
"306XDU","Cuenta con Placa Anterior y Adeudos","668NFE",7,"2020"
"306XDU","Cuenta con Placa Anterior y Adeudos","668NFE",7,"2021"
"306XDZ","Cuenta con Placa Anterior y Sin adeudos","290RPF",0,"0"
"306XEA","Adeudos",NA,3,"2019"
"306XEA","Adeudos",NA,3,"2020"
"306XEA","Adeudos",NA,3,"2021"
"306XEB","Adeudos",NA,1,"2021"
"306XEC","Adeudos",NA,3,"2019"
"306XEC","Adeudos",NA,3,"2020"
"306XEC","Adeudos",NA,3,"2021"
"306XEF","Adeudos",NA,1,"2021"
"306XEG","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"306XEL","Sin adeudos",NA,0,"0"
"306XEM","Adeudos",NA,1,"2021"
"306XER","Adeudos",NA,6,"2015"
"306XER","Adeudos",NA,6,"2017"
"306XER","Adeudos",NA,6,"2018"
"306XER","Adeudos",NA,6,"2019"
"306XER","Adeudos",NA,6,"2020"
"306XER","Adeudos",NA,6,"2021"
"306XES","Adeudos",NA,2,"2020"
"306XES","Adeudos",NA,2,"2021"
"306XET","Adeudos",NA,5,"2017"
"306XET","Adeudos",NA,5,"2018"
"306XET","Adeudos",NA,5,"2019"
"306XET","Adeudos",NA,5,"2020"
"306XET","Adeudos",NA,5,"2021"
"306XEV","Adeudos",NA,4,"2018"
