placa|estatus
792TY|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
792TYF|Sin adeudos
792TYH|Adeudos
792TYK|Adeudos
792TYL|Sin adeudos
792TYN|Adeudos
792TYS|Adeudos
792TYZ|Adeudos
792TZ|Adeudos
792TZL|Adeudos
792UA|Adeudos
792UAA|Adeudos
792UAM|Adeudos
792UAS|ERROR. Revisar Placa
792UAV|Sin adeudos
792UAW|ERROR. Revisar Placa
792UAX|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
792UB|Placa anterior: T94ALM
792UBB|Adeudos
792UBE|Adeudos
792UBK|Placa anterior: 792UBK
792UBM|Adeudos
792UBV|Adeudos
792UBW|Adeudos
792UC|Adeudos
792UCC|Adeudos
792UCF|Adeudos
792UCG|Adeudos
792UCK|Sin adeudos
792UD|Adeudos
792UDA|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
792UDN|Adeudos
792UDV|Adeudos
792UDW|Adeudos
792UDY|Sin adeudos
792UE|Placa anterior: 541NJX
792UEA|Adeudos
792UEJ|Sin adeudos
792UEK|Adeudos
792UEV|Sin adeudos
792UEZ|Adeudos
792UF|Placa anterior: 122ZPP
792UFB|Adeudos
792UFH|Adeudos
792UFM|Adeudos
792UFS|Sin adeudos
792UFU|Sin adeudos
792UG|Sin adeudos
792UGA|ERROR. Revisar Placa
792UGB|Adeudos
792UGG|ERROR. Revisar Placa
792UGH|ERROR. Revisar Placa
792UGJ|ERROR. Revisar Placa
792UGN|ERROR. Revisar Placa
792UGU|ERROR. Revisar Placa
792UGW|Adeudos
792UGX|Adeudos
792UH|Placa anterior: 420TLU
792UHH|Adeudos
792UHM|Adeudos
792UHP|Adeudos
792UHT|Adeudos
792UJ|Sin adeudos
792UJG|Adeudos
792UJH|Adeudos
792UJR|Adeudos
792UJS|Adeudos
792UJU|Adeudos
792UKJ|Sin adeudos
792UKM|Sin adeudos
792UKP|Adeudos
792UKR|Adeudos
792UKS|Adeudos
792UKT|Adeudos
792UKW|Sin adeudos
792ULC|Adeudos
792ULE|Sin adeudos
792ULK|ERROR. Revisar Placa
792ULU|Adeudos
792ULV|Adeudos
792ULX|Adeudos
792ULZ|Adeudos
792UMA|Sin adeudos
792UMJ|Adeudos
792UMN|Adeudos
792UMR|Adeudos
792UMS|Sin adeudos
792UMT|Placa anterior: 732RJU
792UMW|Sin adeudos
792UNC|Adeudos
792UNF|Sin adeudos
792UNV|Sin adeudos
792UNZ|Adeudos
792UPH|Adeudos
792UPM|Adeudos
792UPN|Adeudos
792UPV|Sin adeudos
792UPW|Adeudos
792UPX|Sin adeudos
792URC|Sin adeudos
792URK|Adeudos
792URL|Adeudos
792URN|Adeudos
792URS|Sin adeudos
792URT|Adeudos
792URV|Adeudos
792USA|Adeudos
792USD|Sin adeudos
792USF|Adeudos
792USH|ERROR. Revisar Placa
792USL|ERROR. Revisar Placa
792UST|ERROR. Revisar Placa
792USU|Sin adeudos
792USZ|ERROR. Revisar Placa
792UTK|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
792UTM|Adeudos
792UTN|Adeudos
792UTP|Adeudos
792UUC|Sin adeudos
792UUD|Adeudos
792UUG|Sin adeudos
792UUH|Adeudos
792UUL|Adeudos
792UUM|Adeudos
792UUP|Adeudos
792UUR|Adeudos
792UUT|Adeudos
792UUU|Sin adeudos
792UUV|Sin adeudos
792UUZ|Adeudos
792UVB|Adeudos
792UVC|Adeudos
792UVD|ERROR. Revisar Placa
792UVK|Adeudos
792UVL|Sin adeudos
792UVM|Adeudos
792UVT|Sin adeudos
792UVW|Adeudos
7921CF|Adeudos
7921CH|Placa anterior: 6582CA
7921CK|Placa anterior: 1287BZ
7921CM|El número de placa no se localizó en el padrón
7921Y|ERROR. Revisar Placa
7922BZ|Sin adeudos
7922CD|Placa anterior: 7772BW
7922CE|Sin adeudos
7922CF|Adeudos
7922CH|Sin adeudos
7922CJ|ERROR. Revisar Placa
7922CL|Sin adeudos
7922CM|Adeudos
7922LX|El número de placa no se localizó en el padrón
7922Z|Adeudos
791ZGG|Adeudos
791ZGH|Sin adeudos
791ZGJ|Adeudos
791ZGK|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791ZGL|Adeudos
791ZGM|Adeudos
791ZGN|Sin adeudos
791ZGP|Sin adeudos
791ZGR|Sin adeudos
791ZGS|Sin adeudos
791ZGT|Adeudos
791ZGU|Adeudos
791ZGW|ERROR. Revisar Placa
791ZGY|ERROR. Revisar Placa
791ZGZ|Sin adeudos
791ZHA|El número de placa no se localizó en el padrón
791ZHB|Adeudos
791ZHC|Sin adeudos
791ZHD|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791ZHE|Sin adeudos
791ZHG|Sin adeudos
791ZHH|Adeudos
791ZHJ|Adeudos
791ZHK|Adeudos
791ZHL|Adeudos
791NFF|Adeudos
791NFR|Adeudos
791NFU|Adeudos
791NGB|Adeudos
791NGJ|Placa anterior: 751LCT
791NGL|Adeudos
791NGU|Placa anterior: 701KWP
791NHA|ERROR. Revisar Placa
791NHD|Adeudos
791NHF|Adeudos
791NHG|Adeudos
791NHH|ERROR. Revisar Placa
791NHN|Placa anterior: 131KYZ
791NHP|Adeudos
791NHV|Adeudos
791NJL|Adeudos
791NJN|Adeudos
791NJX|Adeudos
791NKT|Placa anterior: 412LFC
791NKU|Sin adeudos
791NLA|Adeudos
791NLG|Adeudos
791NLL|Adeudos
791NLN|Adeudos
791NLV|Adeudos
791NLY|Placa anterior: 991KHZ
791NMB|Adeudos
791NMH|Adeudos
791NMS|Adeudos
791NNU|Placa anterior: 451JAD
791NNZ|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791NPC|ERROR. Revisar Placa
791NPF|Adeudos
791NPM|ERROR. Revisar Placa
791NPU|Adeudos
791NPW|Adeudos
791NRD|Adeudos
791NRF|Adeudos
791NRG|ERROR. Revisar Placa
791NRN|Placa anterior: 241KMT
791NRZ|ERROR. Revisar Placa
791NSF|ERROR. Revisar Placa
791NSH|Adeudos
791NSJ|Adeudos
791NST|Adeudos
791NSV|Adeudos
791NTP|Sin adeudos
791NTU|ERROR. Revisar Placa
791NTX|ERROR. Revisar Placa
791NUD|Adeudos
791NUJ|Adeudos
791NUR|Placa anterior: 982JYF
791NUY|Adeudos
791NVU|Adeudos
791NVX|Placa anterior: 561LER
791NWF|Adeudos
791NWJ|Adeudos
791NWK|Placa anterior: 842GTN
791NWS|Adeudos
791NXF|Adeudos
791NXG|Adeudos
791NXT|Adeudos
791NXX|Adeudos
791NYN|Adeudos
791NYX|Adeudos
791NZC|Adeudos
791NZF|Adeudos
791NZJ|Adeudos
791NZN|Adeudos
791NZU|Adeudos
791NZZ|Placa anterior: 711LPP
791PAC|Adeudos
791PAM|Adeudos
791WJC|Sin adeudos
791WJE|ERROR. Revisar Placa
791WJF|Adeudos
791WJJ|ERROR. Revisar Placa
791WJL|Sin adeudos
791WJN|ERROR. Revisar Placa
791WJP|Adeudos
791WJU|ERROR. Revisar Placa
791WJV|Adeudos
791WKA|Adeudos
791WKB|Adeudos
791WKC|Adeudos
791WKD|Adeudos
791WKE|Sin adeudos
791WKH|Adeudos
791WKJ|ERROR. Revisar Placa
791WKL|Sin adeudos
791WKT|Sin adeudos
791WKU|ERROR. Revisar Placa
791WKW|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791WKY|Sin adeudos
791WKZ|Adeudos
791WLB|Adeudos
791WLG|Adeudos
791WLH|Sin adeudos
791WLJ|Adeudos
791WLK|ERROR. Revisar Placa
791WLL|Adeudos
791WLM|Sin adeudos
791WLP|Adeudos
791WLS|Sin adeudos
791WLU|Sin adeudos
791WLV|ERROR. Revisar Placa
791WLW|Adeudos
791WLX|Adeudos
791WLZ|Sin adeudos
791WMA|ERROR. Revisar Placa
791WMC|Adeudos
791WMD|Sin adeudos
791WME|Vehiculo reportado por Fiscalizacion y no puede verificar
791WMG|ERROR. Revisar Placa
791WMH|ERROR. Revisar Placa
791WMJ|Adeudos
791WMK|Sin adeudos
791WML|Sin adeudos
791WMP|ERROR. Revisar Placa
791WMS|Adeudos
791WMV|ERROR. Revisar Placa
791WMW|Adeudos
791WMX|Adeudos
791WMY|Adeudos
791WNB|ERROR. Revisar Placa
791WNC|Adeudos
791WND|Adeudos
791WNH|Placa anterior: 791WNH
791WNJ|Sin adeudos
791WNL|Sin adeudos
791WNM|Adeudos
791WNS|Adeudos
791WNU|Adeudos
791WNZ|Adeudos
791WPA|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791WPC|Adeudos
791WPE|Adeudos
791WPF|ERROR. Revisar Placa
791WPG|ERROR. Revisar Placa
791WPL|Sin adeudos
791WPT|Adeudos
791WPU|Adeudos
791WPV|Adeudos
791WPW|Adeudos
791WPY|Adeudos
791WRA|Sin adeudos
791WRB|Sin adeudos
791WRD|Adeudos
791WRE|Adeudos
791WRH|Adeudos
791WRL|Adeudos
791WRS|Sin adeudos
791WRZ|Sin adeudos
791WSD|Sin adeudos
791WSF|ERROR. Revisar Placa
791WSG|Adeudos
791WSM|ERROR. Revisar Placa
791WSS|Adeudos
791WSU|ERROR. Revisar Placa
791WSX|Adeudos
791WSZ|Adeudos
791WTA|Adeudos
791WTC|Sin adeudos
791WTD|Adeudos
791WTE|Sin adeudos
791WTF|Adeudos
791WTH|Sin adeudos
791WTJ|Adeudos
791WTK|Adeudos
791WTM|Adeudos
791WTN|Adeudos
791WTR|Sin adeudos
791WTS|Placa anterior: 437WMY
791WTT|Adeudos
791WTU|Adeudos
791WTV|Adeudos
791WTZ|Adeudos
791WUC|Sin adeudos
791WUE|Adeudos
791WUG|Sin adeudos
791WUH|Adeudos
791WUJ|Sin adeudos
791WUN|Sin adeudos
791WUS|Sin adeudos
791WUT|Adeudos
791WUX|Placa anterior: 791WUX
791WUY|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791WUZ|Sin adeudos
791WVC|Placa anterior: 939MZG
791WVE|Sin adeudos
791WVF|Sin adeudos
791WVL|Adeudos
791WVM|ERROR. Revisar Placa
791WVN|ERROR. Revisar Placa
791WVR|Sin adeudos
791WVS|Adeudos
791WVV|Sin adeudos
791WVW|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791WVX|Sin adeudos
791WWA|Adeudos
791WWB|Adeudos
791WWJ|ERROR. Revisar Placa
791WWL|ERROR. Revisar Placa
791WWN|Sin adeudos
791WWP|Sin adeudos
791WWS|Adeudos
791WWT|Sin adeudos
791WWU|Adeudos
791WWX|Adeudos
791WXA|Adeudos
791WXD|Adeudos
791WXE|Sin adeudos
791WXF|Adeudos
791WXG|Adeudos
791WXJ|Adeudos
791WXK|Adeudos
791WXL|Adeudos
791WXM|Adeudos
791WXN|Adeudos
791WXP|Sin adeudos
791WXR|Adeudos
791WXT|Adeudos
791WXU|Adeudos
791WXY|Adeudos
791WXZ|ERROR. Revisar Placa
791WYA|ERROR. Revisar Placa
791WYB|Adeudos
791WYG|Sin adeudos
791WYJ|ERROR. Revisar Placa
791WYK|Sin adeudos
791WYP|Adeudos
791WYR|Sin adeudos
791WYS|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791WYU|Sin adeudos
791WYV|Sin adeudos
791WYZ|Adeudos
791WZA|Placa anterior: 895TBF
791WZB|Sin adeudos
791WZC|Placa anterior: 458SCK
791WZD|Sin adeudos
791WZF|Sin adeudos
791WZH|Adeudos
791WZK|Sin adeudos
791WZM|Adeudos
791WZN|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791WZT|Adeudos
791WZU|ERROR. Revisar Placa
791WZY|Adeudos
791XAA|Adeudos
791XAB|Adeudos
791XAD|Adeudos
791XAE|Adeudos
791XAF|Adeudos
791XAG|Sin adeudos
791XAH|Adeudos
791XAK|Sin adeudos
791XAL|Placa anterior: 791XAL
791XAN|Adeudos
791XAP|Sin adeudos
791XAS|Sin adeudos
791XAV|Adeudos
791XAW|Adeudos
791XAZ|Adeudos
791XBA|Sin adeudos
791XBB|Adeudos
791XBE|Sin adeudos
791XBL|Adeudos
791XBM|Adeudos
791XBP|Sin adeudos
791XBT|Adeudos
791XBV|Sin adeudos
791XBW|Sin adeudos
791XBX|Sin adeudos
791XCD|Adeudos
791XCE|Adeudos
791XCG|Adeudos
791XCL|Adeudos
791XCM|Sin adeudos
791XCN|Adeudos
791XCP|Adeudos
791XCR|Adeudos
791XCS|Placa anterior: 791XCS
791XCT|Adeudos
791XCU|Sin adeudos
791XCV|Adeudos
791XCZ|Adeudos
791XDA|Adeudos
791XDD|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791XDF|Sin adeudos
791XDG|Adeudos
791XDL|Adeudos
791XDM|Adeudos
791XDN|ERROR. Revisar Placa
791XDS|ERROR. Revisar Placa
791XDT|ERROR. Revisar Placa
791XDU|Adeudos
791XDV|Adeudos
791XDW|Sin adeudos
791XDX|ERROR. Revisar Placa
791XDZ|ERROR. Revisar Placa
791XEJ|Sin adeudos
791XEL|ERROR. Revisar Placa
791XEN|Sin adeudos
791XEP|Sin adeudos
791XER|Adeudos
791XET|Adeudos
791XEV|Adeudos
791XEW|Adeudos
791XEX|Sin adeudos
791XEY|Adeudos
791XFA|Sin adeudos
791XFB|El número de placa no se localizó en el padrón
791XFC|Adeudos
791XFE|Sin adeudos
791XFF|Sin adeudos
791XFG|Adeudos
791XFJ|Adeudos
791XFL|Adeudos
791XFN|Adeudos
791XFT|Sin adeudos
791XFU|Sin adeudos
791XFV|Adeudos
791XFW|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791XFX|El número de placa no se localizó en el padrón
791XGB|Sin adeudos
791XGC|Adeudos
791XGD|Sin adeudos
791XGE|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791XGF|Adeudos
791XGH|Adeudos
791XGJ|Adeudos
791XGK|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791XGL|Adeudos
791XGM|Vehiculo reportado por Fiscalizacion y no puede verificar
791XGN|Sin adeudos
791XGP|Adeudos
791XGR|Sin adeudos
791XGS|Sin adeudos
791XGT|Sin adeudos
791XGX|Adeudos
791XHA|Adeudos
791XHC|Sin adeudos
791XHD|Sin adeudos
791XHE|Adeudos
791XHF|ERROR. Revisar Placa
791XHG|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791XHP|Adeudos
791XHR|Vehiculo reportado por Fiscalizacion y no puede verificar
791XHS|Adeudos
791XHT|El número de placa no se localizó en el padrón
791XHU|Adeudos
791XHV|Sin adeudos
791XHW|Sin adeudos
791XHX|Sin adeudos
791XJA|Sin adeudos
791XJB|Sin adeudos
791XJD|Sin adeudos
791XJF|Sin adeudos
791XJH|Adeudos
791XJJ|Sin adeudos
791XJK|ERROR. Revisar Placa
791XJL|Adeudos
791XJM|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791XJS|Sin adeudos
791XJT|Adeudos
791XJX|Sin adeudos
791XJY|Adeudos
791XJZ|Adeudos
791XKA|Adeudos
791XKB|Sin adeudos
791XKC|Sin adeudos
791XKF|Sin adeudos
791XKG|Sin adeudos
791XKH|Adeudos
791XKJ|Sin adeudos
791XKK|Sin adeudos
791XKL|Sin adeudos
791XKN|Adeudos
791XKP|Adeudos
791XKR|Adeudos
791XKS|Adeudos
791XKY|Adeudos
791XKZ|Adeudos
791XLA|Sin adeudos
791XLD|ERROR. Revisar Placa
791XLE|ERROR. Revisar Placa
791XLG|ERROR. Revisar Placa
791XLH|Sin adeudos
791XLK|ERROR. Revisar Placa
791XLL|Sin adeudos
791XLM|ERROR. Revisar Placa
791XLN|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791XLT|Placa anterior: 791XLT
791XLU|Adeudos
791XLV|Adeudos
791XLW|Sin adeudos
791XLY|Adeudos
791XLZ|Sin adeudos
791XMA|Adeudos
791XMC|Adeudos
791XMD|Adeudos
791XMG|Sin adeudos
791XMH|Sin adeudos
791XMJ|Sin adeudos
791XMK|Adeudos
791XML|Sin adeudos
791XMM|Adeudos
791XMP|Adeudos
791XMR|Placa anterior: 791XMR
791XMT|Sin adeudos
791XMW|Sin adeudos
791XNA|Adeudos
791XNB|Sin adeudos
791XNC|ERROR. Revisar Placa
791XND|Adeudos
791XNF|Adeudos
791XNG|Adeudos
791XNL|Adeudos
791XNM|Sin adeudos
791XNS|Sin adeudos
791XNT|Adeudos
791XNW|Adeudos
791XNY|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791XPA|Sin adeudos
791XPC|Sin adeudos
791XPD|Sin adeudos
791XPG|Adeudos
791XPN|Adeudos
791XPP|Sin adeudos
791XPR|EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO
791XPS|Sin adeudos
791XPT|Sin adeudos
791XPU|ERROR. Revisar Placa
791XPX|ERROR. Revisar Placa
791XPY|Adeudos
791XPZ|Adeudos
791XRA|Sin adeudos
791XRB|Sin adeudos
791XRC|Sin adeudos
791XRD|Adeudos
791XRE|Sin adeudos
791XRF|Adeudos
791XRH|Sin adeudos
791XRM|Adeudos
791XRN|Sin adeudos
791XRT|Sin adeudos
791XRU|Placa anterior: 791XRU
791XRV|Adeudos
