"placa","estatus"
"CW595","Sin adeudos"
"CW597","Sin adeudos"
"CW598","Adeudos"
"CW599","Placa anterior: 784NWG"
"CW600","Adeudos"
"CW606","Placa anterior: 402BBT"
"CW609","Sin adeudos"
"CW611","Sin adeudos"
"CW612","Sin adeudos"
"CW613","Placa anterior: 593WLH"
"CW614","Placa anterior: 328BVU"
"CW615","Adeudos"
"CW618","Placa anterior: 412PBC"
"CW622","Adeudos"
"CW623","Adeudos"
"CW625","Placa anterior: 245MNB"
"CW626","Placa anterior: 792MSU"
"CW632","Adeudos"
"CW633","Sin adeudos"
"CW635","Adeudos"
"CW637","Adeudos"
"CW638","Sin adeudos"
"CW643","Adeudos"
"CW645","Adeudos"
"CW648","Placa anterior: 225NXX"
"CW649","Sin adeudos"
"CW650","Sin adeudos"
"CW653","Placa anterior: 395MXT"
"CW654","Adeudos"
"CW655","Sin adeudos"
"CW657","Adeudos"
"CW661","Adeudos"
"CW662","Sin adeudos"
"CW666","Adeudos"
"CW667","Placa anterior: 348AWA"
"CW669","Adeudos"
"CW672","Sin adeudos"
"CW673","Adeudos"
"CW674","Placa anterior: 133TZL"
"CW675","Adeudos"
"CW677","Adeudos"
"CW679","Sin adeudos"
"CW680","Adeudos"
"CW681","Placa anterior: 118NYB"
"CW682","Placa anterior: 967RPS"
"CW683","Placa anterior: 401NZC"
"CW686","Sin adeudos"
"CW689","ERROR. Revisar Placa"
"CW690","ERROR. Revisar Placa"
"CW692","ERROR. Revisar Placa"
"CW694","Adeudos"
"CW695","Sin adeudos"
"CW696","Sin adeudos"
"CW697","Adeudos"
"CW699","Placa anterior: 430BMV"
"CW705","Sin adeudos"
"CW706","Placa anterior: 182MSX"
"CW707","El número de placa no se localizó en el padrón"
"CW711","Adeudos"
"CW720","El número de placa no se localizó en el padrón"
"CW721","Sin adeudos"
"CW723","Placa anterior: 259PGN"
"CW724","Adeudos"
"CW725","Sin adeudos"
"CW727","Adeudos"
"CW729","Adeudos"
"CW731","Adeudos"
"CW734","Adeudos"
"CW736","Adeudos"
"CW738","Adeudos"
"CW739","Adeudos"
"CW740","Adeudos"
"CW741","Sin adeudos"
"CW742","Placa anterior: 319PSC"
"CW743","Adeudos"
"CW744","Placa anterior: 624VLB"
"CW745","Adeudos"
"CW748","Placa anterior: 650PMF"
"CW752","Placa anterior: 637SBV"
"CW754","Adeudos"
"CW755","Placa anterior: 907MPF"
"CW756","Placa anterior: 876NFC"
"CW757","Sin adeudos"
"CW759","Placa anterior: 555PXR"
"CW761","Sin adeudos"
"CW762","Adeudos"
"CW765","Sin adeudos"
"CW766","Adeudos"
"CW771","Placa anterior: 612DUW"
"CW772","Adeudos"
"CW773","Placa anterior: 578RWJ"
"CW774","Placa anterior: 177NVN"
"CW776","Adeudos"
"CW780","Adeudos"
"CW785","Sin adeudos"
"CW786","Sin adeudos"
"CW788","Placa anterior: 187MYG"
"CW789","Sin adeudos"
"CW791","Adeudos"
"CW793","Sin adeudos"
